title,url,create_time,author,content
[問題] 新增蝦皮店到店門市,https://www.ptt.cc/bbs/e-seller/M.1755845446.A.DC6.html,2025-08-22 14:50:44,Wickl (茄力),"剛剛要出貨跳出說要先設定蝦皮店到店門市

然後設定完儲存以後重新按安排出貨

又跳回叫你設定蝦皮店到店門市無限迴圈

手機、電腦都試過也都一樣

請問有人也這樣嗎！？"
[問題] 蝦皮新增商品無法觸發銀行帳戶資料,https://www.ptt.cc/bbs/e-seller/M.1760599143.A.CBE.html,2025-10-16 15:19:00,mscs ( Water),"請教先進，在古早蝦皮時代就已有已驗證銀行資料
現在想要開賣場，已通過實名認證，但新增商品後一直無法在賣場顯示
諮詢過客戶是要新增商品觸發銀行帳戶資料才有用
但我怎麼新增商品都沒有觸發這條任務
已驗證過的銀行帳號也不給刪除

請問先進們有其它解嗎? 感謝!"
[閒聊] 蝦皮孵化器課程合購,https://www.ptt.cc/bbs/e-seller/M.1758601996.A.79A.html,2025-09-23 12:33:14,suebard2000 (小珩),"各位好，想找夥伴來一起分攤課程費用與討論。

蝦皮孵化器 - 新手蝦皮開店線上學習課程

想找對於經營蝦皮賣場的有興趣的同學，有人想一起合購 蝦皮孵化器 這個課程嗎？

我已經購買課程了，但費用著實有點高昂，想找也有興趣的人一起分攤。

Harry老師很熱心，其實我本身本來就有經營蝦皮賣場，只是想要更精進，課程內容我覺
得對於從零到一的新手非常適合，Harry老師也有很多資源可以使用，也常常分享很多有
料的乾貨，不是那種課程放著不管的老師，有問題也都可以直接問，覺得蠻值得的！

想找三位一起分攤，每人金額是$5,950 元，

享有以下 :
1. 課程永久免費更新觀看
2. 會開LINE群組一起討論，也可以分享經驗共同成長
3. 社團中老師的公告以及資源都會分享在群組給大家
4. 多送一個課程，也可以看！

【新手必學的手機商品攝影與 Canva 設計】

5. 有問題都可以協助詢問老師

有興趣可以站內信討論 : )"
[問題] 蝦皮上賣DHC/日本藥物,https://www.ptt.cc/bbs/e-seller/M.1759732216.A.92D.html,2025-10-06 14:30:14,mira (雪來的時候),"據我所知，
蝦皮上賣藥物，不是違法嗎？可能要有藥師資格或申請證明。

但怎蝦皮上賣DHC的一大堆，
那是違法的嗎？

我怎看之前有人賣個棉花棒就被起訴。"
[閒聊] 蝦皮安心退「取消配送中訂單」,https://www.ptt.cc/bbs/e-seller/M.1748228880.A.2B0.html,2025-05-26 11:07:58,befebe (Cinderella),"最新公告
為減輕賣家退貨運費支出同時加速商品周轉，符合特定條件之蝦皮店到店訂單，買家可於配送過程中提出「取消配送中訂單」。成功取消之訂單將被認列運送失敗並退回賣家原寄件門市/理貨中心，您可於退貨/退款儀錶板中追蹤退回包裹的進度。自2024年10月21日起，開放商城賣家使用此功能；自2025年5月26日起，功能將開放給所有賣家。

訂單適用範圍

配送方式為蝦皮店到店（不含店到家宅配、隔日到貨、蝦皮特選-隔日到貨、蝦皮海外-五日到貨）
現貨訂單 (備貨天數小於2個工作天)
非特殊規範商品 (如易腐壞, 非實體商品等)
商品尚未超過預計到貨時間

【註1】「配送過程」為賣家交寄包裹後到包裹到買家所選門市的過程，悉依系統顯示為準

【註2】買家申請「取消配送中訂單」後，蝦皮將會進行確認及攔截包裹程序，訂單將在確認並及時攔截後成功取消。「取消配送中訂單」成立前，買家皆可收回「取消配送中訂單」申請。

【註3】「取消配送中訂單」成立後，出貨及退貨運費由蝦皮承擔。

【註4】「取消配送中訂單」成立後將不會納入賣家「訂單未完成率」計算。

【註5】買家發起「取消配送中訂單」之行為可能依買家過往購物行為紀錄而有所限制。

「取消配送中訂單」運作方式
①買家可提出「取消配送中訂單」之情境 ：

賣家須完成寄件
商品尚未抵達蝦皮到店門市
商品尚未超過預計到貨時間

②符合①情境者，買家可於訂單詳情頁提出「取消配送中訂單」

‧退貨原因將有以下4種可以選擇：

1. 訂單資料填寫不正確

2. 賣家通知包裹內容與訂單不符

3. 配送資訊填寫不正確

4. 其它(商品須以原包裝退還)

‧若為貨到付款訂單，退款金額為$0元

‧若為非貨到付款訂單，退款金額為訂單金額

③「取消配送中訂單」賣家介面說明

Ⓐ「取消配送中訂單」成立後，賣家可以在退貨/退款儀錶板中已退款頁面追蹤包裹退回進度。

Ⓑ「取消配送中訂單」成立後，案件狀態會呈現已退款

Ⓒ包裹若成功攔截，正物流狀態會呈現運送失敗

Ⓓ退貨物流狀態呈現包裹退回進度，攔截成功後的包裹將退回賣家原寄件門市 (物流交寄者將退回賣家寄件之理貨中心)

Ⓔ「取消配送中訂單」成立後，訂單視為已完成，該訂單將於已完成頁面呈現退貨/退款常見問題
Q: 「取消配送中訂單」成立後，訂單的出貨運費將由誰負擔？能否申請補助？

A:  「取消配送中訂單」若成立，該訂單的出貨運費將由蝦皮承擔

Q: 「取消配送中訂單」是否會影響賣家之訂單未完成率？

A: 不會，「取消配送中訂單」的退貨原因將不會納入賣家之訂單未完成率

Q: 「取消配送中訂單」申請後是否還可以撤回申請？

A: 在蝦皮店到店攔截前，買家都可以撤回申請

Q: 若「取消配送中訂單」申請後包裹於配送中遺失，會如何呈現？

A: 系統會同意「取消配送中訂單」之申請並退款，訂單資訊將呈現在賣家中心的退貨退款頁籤中並顯示「包裹遺失」，後續系統將賠款賣家等同商品價值的金額

Sent from JPTT on my Google Pixel 7a."
[問題] 請問蝦皮不能販賣虛擬商品該怎麼辦,https://www.ptt.cc/bbs/e-seller/M.1748628778.A.AF3.html,2025-05-31 02:12:51,a987324123 (—蘿莉飼育員—),"想問問各位 蝦皮目前不給開放申請虛擬物流(以前商家辦過的可以用)

那像我們這種小店 賣一些服務性的商品 不需要物流的

大家都怎麼辦呢? 有解法嗎?

還是大家都跳平台了..."
[問題] 蝦皮審查商品？,https://www.ptt.cc/bbs/e-seller/M.1742287003.A.597.html,2025-03-18 16:36:41,christian12 (東京メトロ),"今天有買家突然傳截圖給我，說他要買的商品顯示不存在無法購買。但我查自己的後台，明明商品都還在也沒有顯示審查中，也沒被下架。
自行切換帳號搜尋產品後才發現不只買家說的那個商品，其他好幾個商品也都搜尋不到。
問了蝦皮客服，他們是說因為在審查我的產品，預計要2天的時間。
問題是我商品都賣好幾年了，我也沒有更改商品資訊什麼的竟然還要審查，覺得很莫名奇妙，想說為什麼一整天都沒什麼訂單...

想請問有人也有一樣的狀況嗎？"
[情報] 報名補助廣告金！蝦皮短影音一日集訓班,https://www.ptt.cc/bbs/e-seller/M.1749712269.A.727.html,2025-06-12 15:11:07,tc4286 (如詩如畫),"第二季好評再加開！報名回饋500廣告金，蝦皮短影音一日集訓班！

講師為業界知名短影音代操公司 - 
嶼嶼創意 創意長 范君達

知名代操案例：汪喵的光頭老闆、怪獸部落、木星人......等

打造高流量短影音不是夢，搞懂邏輯是關鍵，下一個成功案例就是你

【課程資訊】

時間：6/27 (五) 13:00-17:30
地點：線上Zoom教室 (課後提供重播檔案)
費用：NT$500元 
(報名即回饋$500廣告金)

【課程大綱】

1.蝦皮短影音新功能及數據判讀技巧

2.看懂短影音演算法

3.成功案例解析

4.商品特性思考

5.實作環節-腳本架構撰寫

【適合對象】

對短影音導流有興趣的人
想靠短影音提高商品轉換率的賣家
蝦皮賣家/品牌主/電商小編/行銷部員工

報名連結：

注意事項：報名需使用蝦皮帳號下單，課程連結將以「聊聊」方式提供，請留意聊聊訊息。"
[問題] 蝦皮手續費計算問題,https://www.ptt.cc/bbs/e-seller/M.1749182178.A.693.html,2025-06-06 11:56:15,cherry588 (歲月的痕跡),"今天蝦皮是促銷檔期，

未參加免運補貼或蝦幣回饋活動的賣家，成交手續費為7.5%。
已參加免運補貼或蝦幣回饋活動的賣家，則維持5.5%。
金流與系統處理費為2%

我有件商品售價是555，
系統看到手續費總共被扣掉64，
回推費用應該是11.5%
照理來說不是應該7.5%+2%=9.5%嗎?

請問多出來的2%是哪來的?

有人可以幫我解惑嗎?
感謝!"
[問題] 蝦皮店到家宅配退貨,https://www.ptt.cc/bbs/e-seller/M.1743583457.A.43A.html,2025-04-02 16:44:15,mamnel69 (追夢人),"因為我第一次開啟不太清楚使用方式

客人買了一筆訂單要退貨

我不知道是要自己請物流去收 超過退貨時間 蝦皮款項已經退了

我與客人聯絡 客人說 我自己超過時間沒去取件 所以礙難辦理了

後來我與客服聯絡 請客服幫我也與客人溝通

客人聊聊跟我說...本來放警衛室(?) 後來警衛當垃圾丟了

....整個問號 怎麼可能會有這種警衛

我說東西回不來 要照價賠償 她就說是我自己不去收退貨的 +_+

整個鬼打牆.....請問真的有這個規定嗎? 有人也遇過這種情況嗎..該怎麼辦..

買一堆才給我說要退............謝謝了"
[問題] 蝦皮使用者已刪除,https://www.ptt.cc/bbs/e-seller/M.1743691983.A.B77.html,2025-04-03 22:53:01,greg00233 (Greg),"最近一直有客人問問題後，我準備回覆或是回覆完後，就突然顯示蝦皮使用者已刪除，一
個兩個還不以為意，最近突然好多訊息都這樣，請問也有人跟我一樣嗎？還是真的是客人
自己把對話給刪了？ 求解"
[問題] 蝦皮買家看過書籍之後退貨,https://www.ptt.cc/bbs/e-seller/M.1750828114.A.DA9.html,2025-06-25 13:08:32,black1222 (),"我是個人賣家，在網路上賣一套二手立體書(每本立體書大概只有8頁)

有位買家購買了之後，說不是他要的版本，他要的版本有點讀筆支援

前提是，我在賣場上從來沒有說這套書有點讀筆支援，而且他購買前也沒問

於是他進入退貨流程，但也不曉得怎麼設定的，蝦皮的退貨地址是寫買家的收貨地址

也就是他如果進行退貨，退到最後還是會退到買家的7-11

來來回回溝通了好幾次，我個人帳戶已經收到蝦皮的撥款

對方也已經超過了退貨期限。

蝦皮的回覆：

1.經系統開發部門回覆，此筆資料疑似異常，由於申請退貨當下紀錄已無法調閱，
客服會協助重新發起退貨退款，還請等候系統通知。

2.結果來了第二則通知：由於逾期未寄回退貨，此訂單已於某某日完成，因為每日蝦皮
錢包自動提領可能造成無法順利自錢包扣款，故需請您盡快將上述需匯款金額匯入指定
銀行帳戶，以利退款買家。

銀行帳戶資訊是台北富邦銀行-安和分行

想問各位賣家的是，要是你們的話，會進行退款作業嗎?

個人覺得書籍的東西，買家看過還要退貨，真的很不爽。"
[閒聊] 蝦皮廣告也改太爛了吧,https://www.ptt.cc/bbs/e-seller/M.1745380383.A.18F.html,2025-04-23 11:53:01,froglilibon (立立蹦),"以前的廣告可以帶來超多流量

現在的廣告，全站推廣系統自動最佳化
 一天扣不到10元 點擊也個位數

只好用手動投放  大概花費40台幣 點擊25"
[閒聊] 蝦皮電腦頁面又出包了,https://www.ptt.cc/bbs/e-seller/M.1745684006.A.620.html,2025-04-27 00:13:24,woodman (小呆),大家可以點進我的進帳畫面看看。
[問題] 蝦皮同一支手機有的帳號有問題有的正常,https://www.ptt.cc/bbs/e-seller/M.1745999418.A.DAC.html,2025-04-30 15:50:13,Wickl (茄力),"同一支手機登入蝦皮賣場

一個帳號都完全正常~

但登入另一個帳號點什麼都會一直轉圈圈什麼都跑不出來

不論是賣場更新的通知或是買家的訊息都一樣什麼都跑不出來

請問怎麼會這樣呢~

明明用的都是同一支手機"
[閒聊] 蝦皮寄件,https://www.ptt.cc/bbs/e-seller/M.1746523911.A.661.html,2025-05-06 17:31:49,glarc (GLAY),去蝦皮智取店寄件的時候，放包裹的櫃子竟然沒有防盜機制，這樣不就任何人都可以偷？
[問題] 找蝦皮代操投廣告真的有用嗎？,https://www.ptt.cc/bbs/e-seller/M.1747021883.A.58B.html,2025-05-12 11:51:21,bkenny130 (咚),"蝦皮廣告到底有沒有用啊
投了好幾萬 訂單還是常常掛蛋
甚至一個月才不到十張單
最近在考慮要不要找代操，但又怕被薛一波
求各位前輩大大分享經驗
先祝大家都訂單滿滿"
[閒聊] 蝦皮最新介面逐漸往淘寶靠近（中國,https://www.ptt.cc/bbs/e-seller/M.1736329777.A.738.html,2025-01-08 17:49:35,roman80010 (),"賣家手續費越收越誇張
蝦皮最新介面逐漸往淘寶靠近（中國
使用者體驗也變很差
到底發生什麼事

要不是繁體字 我還以為我開到淘寶App"
[問題] 蝦皮已完成訂單退貨,https://www.ptt.cc/bbs/e-seller/M.1737811435.A.92F.html,2025-01-25 21:23:53,asdf7168 (sam),"請教一下，最近有一筆蝦皮訂單，買家已完成訂單後，提出退貨退款，

正常賣家可以看到等收到退回商品後再退款給買家，

但這次的訂單，蝦皮直接退款給買家，我沒並沒有收到買家退貨的通知，

請問買家如不寄回商品，蝦皮一樣會退款嗎?

謝謝^^"
Re: [問題] 蝦皮自助寄件忘了刷條碼,https://www.ptt.cc/bbs/e-seller/M.1736019262.A.89A.html,2025-01-05 03:34:20,themilkyway (世界大得讓人很難不旅行),"來求救，拜託大家幫幫我 QQ

遇到跟版友一樣的問題
我去寄件時，印出物流單貼好
店員說放櫃子就好了
我是1/2就寄出了
但一直到1/4，發現系統依然顯示待出貨
買家也有點擔心來訊息問我
我跑回去蝦皮門市問店員
才知道貼完貼紙要掃條碼
店員說物流中心應會再刷一次

但我的訂單在1/4 23:59失效了

我留言問了客服，但是要三天才會回覆，真人客服假日也不開放
我現在很擔心，訂單取消了
不知道包裹還會寄去買家指定的門市嗎？
那買家如何付款給我？
心裡很焦急但又無人可以問
拜託有經驗的大家幫幫我 QQ
我偶爾會在蝦皮賣二手用品
平常去超商寄件時，只要貼好貼紙交給店員就好
完全沒想到蝦皮門市還要刷條碼 ><
自己太蠢，耽誤了買家收件的時間，我真的後悔莫及 QQ

: 之前都是去OK寄蝦皮貨物

: 最近搬家了  附近只有蝦皮店到店

: 今天第一次去蝦皮使用自助寄件

: 印出貼紙貼好後

: 店員就叫我把貨放在自助寄件櫃就好了

: 回到家查了蝦皮系統都沒有更新

: 上網看了一下流程才發現自己忘了刷條碼(驚)

: 趕快回店家找

: 結果已經被司機載走了

: 很擔心包裹沒刷到條碼就被丟掉了@@

: 客服休假沒人接

: 請問有賣家也有遇到過一樣的事嗎?

: 包裏會被退回還是?

: 謝謝各位~"
[問題] 蝦皮店到店能接受的寄件大小,https://www.ptt.cc/bbs/e-seller/M.1739692913.A.4E6.html,2025-02-16 16:01:51,spy19 (spy.),"我想要寄的商品是長條的 最長邊是55公分

超商和店到店的規定都是最長邊要45公分以內

但我之前去智取店寄東西的時候

我看投入口的說明是說東西可以投進去就可以寄

我覺得我這55公分的東西應該塞得進去

這樣拿去寄會有什麼問題嗎

會順利寄出還是會被退回之類的？

謝謝"
[問題] 蝦皮訂單完成卻還要等鑑賞期,https://www.ptt.cc/bbs/e-seller/M.1738937923.A.675.html,2025-02-07 22:18:39,chachamaru (),"我是賣二手商品非全職或有商業登記
最近售出一本二手書 買家按完成交易 給好評
我在賣場管理的畫面看到訂單完成 但鑑賞期到2/13 期間都可以退貨
不知什麼時候變成這樣了
畢竟是零星賣東西 偶爾還約面交的
上次確實的在蝦皮平台賣掉東西已經好幾個月前了 所以不知中間有什麼調整
我每週都有買東西 沒看過我對商品完成訂單後 有鑑賞期這權利

請問大家知道這是什麼狀況
而且我賣二手書又不可能有封膜
如果買家狠一點 根本可以直接一週看完再退貨了耶

謝謝

Sent from JPTT on my iPad"
